Código Departamento;Código Municipio;Código Centro Poblado;Nombre Departamento;Nombre Municipio;Nombre Centro Poblado;Tipo Centro Poblado;Longitud;Latitud;Tipo de Municipio
13;13268;13268000;BOLÍVAR;EL PEÑÓN;EL PEÑÓN;CABECERA MUNICIPAL (CM);-73,94975188;8,989058592;MUNICIPIO
13;13268;13268003;BOLÍVAR;EL PEÑÓN;BUENOS AIRES;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,93450429;8,750454333;MUNICIPIO
13;13268;13268004;BOLÍVAR;EL PEÑÓN;CASTAÑAL;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,91146259;8,865453217;MUNICIPIO
13;13268;13268006;BOLÍVAR;EL PEÑÓN;LA CHAPETONA;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,96781889;8,899444254;MUNICIPIO
13;13268;13268008;BOLÍVAR;EL PEÑÓN;JAPÓN;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,91146259;8,865453217;MUNICIPIO
13;13268;13268013;BOLÍVAR;EL PEÑÓN;LA HUMAREDA;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,91146259;8,865453217;MUNICIPIO
13;13268;13268017;BOLÍVAR;EL PEÑÓN;PEÑONCITO;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,92864633;8,976131287;MUNICIPIO
13;13300;13300000;BOLÍVAR;HATILLO DE LOBA;HATILLO DE LOBA;CABECERA MUNICIPAL (CM);-74,07543983;8,95590428;MUNICIPIO
13;13300;13300001;BOLÍVAR;HATILLO DE LOBA;EL POZÓN;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,40042614;8,999814183;MUNICIPIO
13;13300;13300002;BOLÍVAR;HATILLO DE LOBA;JUANA SÁNCHEZ;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,02453197;8,963228568;MUNICIPIO
13;13300;13300003;BOLÍVAR;HATILLO DE LOBA;LA RIBONA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,08937594;8,981655972;MUNICIPIO
13;13300;13300004;BOLÍVAR;HATILLO DE LOBA;LA VICTORIA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,22153528;8,948709338;MUNICIPIO
13;13300;13300005;BOLÍVAR;HATILLO DE LOBA;PUEBLO NUEVO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,34062512;8,971466978;MUNICIPIO
13;13300;13300006;BOLÍVAR;HATILLO DE LOBA;SAN MIGUEL;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,99325643;8,982340419;MUNICIPIO
13;13300;13300007;BOLÍVAR;HATILLO DE LOBA;CERRO DE LAS AGUADAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,08937594;8,981655972;MUNICIPIO
13;13300;13300008;BOLÍVAR;HATILLO DE LOBA;LAS BRISAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,08937594;8,981655972;MUNICIPIO
13;13300;13300009;BOLÍVAR;HATILLO DE LOBA;GUALI;CENTRO POBLADO (CP);-74,08937594;8,981655972;MUNICIPIO
13;13300;13300010;BOLÍVAR;HATILLO DE LOBA;LAS PALMAS;CASERÍO (CAS);-74,14676032;8,983774717;MUNICIPIO
13;13430;13430000;BOLÍVAR;MAGANGUÉ;MAGANGUÉ;CABECERA MUNICIPAL (CM);-74,75566786;9,241367466;MUNICIPIO
13;13430;13430001;BOLÍVAR;MAGANGUÉ;BARBOSA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,63914099;9,025776596;MUNICIPIO
13;13430;13430002;BOLÍVAR;MAGANGUÉ;BARRANCA DE YUCA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,85308003;9,179161174;MUNICIPIO
13;13430;13430003;BOLÍVAR;MAGANGUÉ;BETANIA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,82105809;9,380309572;MUNICIPIO
13;13430;13430004;BOLÍVAR;MAGANGUÉ;BOCA DE SAN ANTONIO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,76271957;9,042496111;MUNICIPIO
13;13430;13430006;BOLÍVAR;MAGANGUÉ;CASCAJAL;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,80457726;9,314695422;MUNICIPIO
13;13430;13430007;BOLÍVAR;MAGANGUÉ;CEIBAL;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,81099207;9,354872712;MUNICIPIO
13;13430;13430008;BOLÍVAR;MAGANGUÉ;COYONGAL;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,49056648;8,919408258;MUNICIPIO
13;13430;13430009;BOLÍVAR;MAGANGUÉ;EL RETIRO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,73517538;9,168946882;MUNICIPIO
13;13430;13430010;BOLÍVAR;MAGANGUÉ;GUAZO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,73721298;9,15982479;MUNICIPIO
13;13430;13430011;BOLÍVAR;MAGANGUÉ;HENEQUÉN;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,83049307;9,271195427;MUNICIPIO
13;13430;13430013;BOLÍVAR;MAGANGUÉ;JUAN ARIAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,92272869;9,324668293;MUNICIPIO
13;13430;13430014;BOLÍVAR;MAGANGUÉ;LA PASCUALA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,81300795;9,395362081;MUNICIPIO
13;13430;13430015;BOLÍVAR;MAGANGUÉ;LA VENTURA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,88084847;9,224878549;MUNICIPIO
13;13430;13430016;BOLÍVAR;MAGANGUÉ;LAS BRISAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,74661555;9,431379631;MUNICIPIO
13;13430;13430017;BOLÍVAR;MAGANGUÉ;MADRID;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,74784027;9,19332331;MUNICIPIO
13;13430;13430018;BOLÍVAR;MAGANGUÉ;PALMARITO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,67052235;9,055277786;MUNICIPIO
13;13430;13430019;BOLÍVAR;MAGANGUÉ;PANSEGÜITA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,70255431;9,090273559;MUNICIPIO
13;13430;13430020;BOLÍVAR;MAGANGUÉ;PIÑALITO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,79656669;9,133681128;MUNICIPIO
13;13430;13430021;BOLÍVAR;MAGANGUÉ;SAN RAFAEL DE CORTINA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,77561227;9,305271927;MUNICIPIO
13;13430;13430022;BOLÍVAR;MAGANGUÉ;SAN JOSÉ DE LAS MARTAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,54823021;8,991631513;MUNICIPIO
13;13430;13430023;BOLÍVAR;MAGANGUÉ;SAN SEBASTIÁN DE BUENAVISTA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,58672798;8,992613358;MUNICIPIO
13;13430;13430024;BOLÍVAR;MAGANGUÉ;SANTA FE;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,71327592;9,299996519;MUNICIPIO
13;13430;13430025;BOLÍVAR;MAGANGUÉ;SANTA LUCÍA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,70995283;9,319479966;MUNICIPIO
13;13430;13430026;BOLÍVAR;MAGANGUÉ;SANTA MÓNICA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,47482796;8,824789793;MUNICIPIO
13;13430;13430027;BOLÍVAR;MAGANGUÉ;SANTA PABLA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,46730312;8,846871341;MUNICIPIO
13;13430;13430028;BOLÍVAR;MAGANGUÉ;SITIO NUEVO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,60722494;9,015568819;MUNICIPIO
13;13430;13430029;BOLÍVAR;MAGANGUÉ;PUERTO KENNEDY;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,71246368;9,342543155;MUNICIPIO
13;13430;13430030;BOLÍVAR;MAGANGUÉ;TACALOA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,7558742;9,413452104;MUNICIPIO
13;13430;13430031;BOLÍVAR;MAGANGUÉ;TACASALUMA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,80208458;9,106280327;MUNICIPIO
13;13430;13430032;BOLÍVAR;MAGANGUÉ;TOLÚ;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,53229731;8,966063143;MUNICIPIO
13;13430;13430036;BOLÍVAR;MAGANGUÉ;PLAYA DE LAS FLORES;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,82860917;9,246759117;MUNICIPIO
13;13430;13430038;BOLÍVAR;MAGANGUÉ;EL CUATRO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,87340587;9,309728122;MUNICIPIO
13;13430;13430039;BOLÍVAR;MAGANGUÉ;BOCA DE GUAMAL;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,82860917;9,246759117;MUNICIPIO
13;13430;13430040;BOLÍVAR;MAGANGUÉ;TRES PUNTAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,89417512;9,188601437;MUNICIPIO
13;13430;13430041;BOLÍVAR;MAGANGUÉ;EMAUS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,91045235;9,283706713;MUNICIPIO
13;13430;13430047;BOLÍVAR;MAGANGUÉ;PUERTO NARIÑO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,73786539;9,199318063;MUNICIPIO
13;13430;13430048;BOLÍVAR;MAGANGUÉ;PUNTA DE CARTAGENA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,47321177;8,885936206;MUNICIPIO
13;13430;13430049;BOLÍVAR;MAGANGUÉ;ROMA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,74778218;9,167323483;MUNICIPIO
13;13430;13430051;BOLÍVAR;MAGANGUÉ;SAN ANTOÑITO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,83419889;9,135670893;MUNICIPIO
13;13430;13430052;BOLÍVAR;MAGANGUÉ;SANTA COITA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,52182521;8,951467496;MUNICIPIO
13;13430;13430053;BOLÍVAR;MAGANGUÉ;FLORENCIA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,88902879;9,311925915;MUNICIPIO
13;13433;13433000;BOLÍVAR;MAHATES;MAHATES;CABECERA MUNICIPAL (CM);-75,19068859;10,2331675;MUNICIPIO
13;13433;13433001;BOLÍVAR;MAHATES;EVITAR;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,16105691;10,27238621;MUNICIPIO
13;13433;13433002;BOLÍVAR;MAHATES;GAMERO;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,21108248;10,20658175;MUNICIPIO
13;13433;13433003;BOLÍVAR;MAHATES;MALAGANA;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,22910019;10,13932547;MUNICIPIO
13;13433;13433004;BOLÍVAR;MAHATES;SAN BASILIO DE PALENQUE;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,19833813;10,104246;MUNICIPIO
13;13433;13433005;BOLÍVAR;MAHATES;SAN JOAQUÍN;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,10911747;10,1610553;MUNICIPIO
13;13433;13433009;BOLÍVAR;MAHATES;MANDINGA;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,13851648;10,14167675;MUNICIPIO
13;13433;13433010;BOLÍVAR;MAHATES;CRUZ DEL VIZO;CASERÍO (CAS);-75,24360253;10,13472609;MUNICIPIO
13;13433;13433011;BOLÍVAR;MAHATES;LA MANGA;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,18174632;10,17638748;MUNICIPIO
13;13440;13440000;BOLÍVAR;MARGARITA;MARGARITA;CABECERA MUNICIPAL (CM);-74,29374063;9,159140236;MUNICIPIO
13;13440;13440001;BOLÍVAR;MARGARITA;BOTÓN DE LEIVA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,25373736;9,153195726;MUNICIPIO
13;13440;13440002;BOLÍVAR;MARGARITA;CANTERA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,16470482;9,066846039;MUNICIPIO
13;13440;13440003;BOLÍVAR;MARGARITA;CAUSADO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,31977484;9,131185651;MUNICIPIO
13;13440;13440004;BOLÍVAR;MARGARITA;CHILLOA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,21859893;9,117416554;MUNICIPIO
13;13440;13440005;BOLÍVAR;MARGARITA;DOÑA JUANA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,18968329;9,091146002;MUNICIPIO
13;13440;13440007;BOLÍVAR;MARGARITA;MAMONCITO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,26679918;9,044352961;MUNICIPIO
13;13440;13440008;BOLÍVAR;MARGARITA;SANDOVAL;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,24570945;9,133970519;MUNICIPIO
13;13440;13440010;BOLÍVAR;MARGARITA;SAN JOSÉ DE LOS TRAPICHES;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,23194264;9,123302464;MUNICIPIO
13;13440;13440011;BOLÍVAR;MARGARITA;COROCITO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,22520109;9,055225913;MUNICIPIO
13;13440;13440012;BOLÍVAR;MARGARITA;GUATAQUITA;CASERÍO (CAS);-74,21635805;9,018965883;MUNICIPIO
13;13440;13440014;BOLÍVAR;MARGARITA;CAÑO MONO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,22520109;9,055225913;MUNICIPIO
13;13440;13440015;BOLÍVAR;MARGARITA;EL BARRANCO;CASERÍO (CAS);-74,22520109;9,055225913;MUNICIPIO
13;13440;13440016;BOLÍVAR;MARGARITA;EL ZAFIRO;CASERÍO (CAS);-74,22520109;9,055225913;MUNICIPIO
13;13440;13440017;BOLÍVAR;MARGARITA;LA MONTAÑA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,22520109;9,055225913;MUNICIPIO
13;13440;13440018;BOLÍVAR;MARGARITA;LOS MANGOS;CASERÍO (CAS);-74,22520109;9,055225913;MUNICIPIO
13;13440;13440019;BOLÍVAR;MARGARITA;SANDOVALITO;CASERÍO (CAS);-74,22520109;9,055225913;MUNICIPIO
13;13440;13440020;BOLÍVAR;MARGARITA;SAN IGNACIO;CASERÍO (CAS);-74,22520109;9,055225913;MUNICIPIO
13;13440;13440021;BOLÍVAR;MARGARITA;SAN MARTÍN;CASERÍO (CAS);-74,22520109;9,055225913;MUNICIPIO
13;13442;13442000;BOLÍVAR;MARÍA LA BAJA;MARÍA LA BAJA;CABECERA MUNICIPAL (CM);-75,30320145;9,985133439;MUNICIPIO
13;13442;13442001;BOLÍVAR;MARÍA LA BAJA;CORREA;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,40565767;10,04265755;MUNICIPIO
13;13442;13442002;BOLÍVAR;MARÍA LA BAJA;EL NÍSPERO;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,4248295;9,935543409;MUNICIPIO
13;13442;13442003;BOLÍVAR;MARÍA LA BAJA;FLAMENCO;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,39633652;9,986181353;MUNICIPIO
13;13442;13442004;BOLÍVAR;MARÍA LA BAJA;MANPUJÁN;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,23641685;9,99147858;MUNICIPIO
13;13442;13442005;BOLÍVAR;MARÍA LA BAJA;ÑANGUMA;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,45558376;10,00821394;MUNICIPIO
13;13442;13442006;BOLÍVAR;MARÍA LA BAJA;RETIRO NUEVO;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,37055038;9,916143143;MUNICIPIO
13;13442;13442007;BOLÍVAR;MARÍA LA BAJA;SAN JOSÉ DEL PLAYÓN;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,33206397;9,878316329;MUNICIPIO
13;13442;13442008;BOLÍVAR;MARÍA LA BAJA;SAN PABLO;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,26816548;10,05198185;MUNICIPIO
13;13442;13442009;BOLÍVAR;MARÍA LA BAJA;EL MAJAGUA;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,26050088;10,03445801;MUNICIPIO
13;13442;13442011;BOLÍVAR;MARÍA LA BAJA;LOS BELLOS;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,38362422;9,931984782;MUNICIPIO
13;13442;13442012;BOLÍVAR;MARÍA LA BAJA;MATUYA;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,30346387;9,941191294;MUNICIPIO
13;13442;13442014;BOLÍVAR;MARÍA LA BAJA;COLÚ;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,34590481;9,923809369;MUNICIPIO
13;13442;13442015;BOLÍVAR;MARÍA LA BAJA;EL FLORIDO;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,34369753;9,979940822;MUNICIPIO
13;13442;13442016;BOLÍVAR;MARÍA LA BAJA;NUEVO RETÉN;CASERÍO (CAS);-75,34369753;9,979940822;MUNICIPIO
13;13442;13442017;BOLÍVAR;MARÍA LA BAJA;ARROYO GRANDE;CASERÍO (CAS);-75,35579812;9,894431366;MUNICIPIO
13;13442;13442019;BOLÍVAR;MARÍA LA BAJA;NUEVA ESPERANZA;CASERÍO (CAS);-75,34369753;9,979940822;MUNICIPIO
13;13442;13442020;BOLÍVAR;MARÍA LA BAJA;PUEBLO NUEVO;CASERÍO (CAS);-75,39160694;9,879196898;MUNICIPIO
13;13442;13442022;BOLÍVAR;MARÍA LA BAJA;PRIMERO DE JULIO;CASERÍO (CAS);-75,26307314;10,03955758;MUNICIPIO
13;13442;13442023;BOLÍVAR;MARÍA LA BAJA;EL SENA;CASERÍO (CAS);-75,26882008;9,981966596;MUNICIPIO
13;13442;13442024;BOLÍVAR;MARÍA LA BAJA;LA CURVA;CASERÍO (CAS);-75,28131067;9,96576224;MUNICIPIO
13;13442;13442025;BOLÍVAR;MARÍA LA BAJA;LA PISTA;CASERÍO (CAS);-75,26525856;10,03894018;MUNICIPIO
13;13442;13442026;BOLÍVAR;MARÍA LA BAJA;MARQUEZ;CASERÍO (CAS);-75,27925625;9,968400648;MUNICIPIO
13;13442;13442027;BOLÍVAR;MARÍA LA BAJA;MUNGUIA;CASERÍO (CAS);-75,26276751;10,00774487;MUNICIPIO
13;13442;13442030;BOLÍVAR;MARÍA LA BAJA;CEDRITO;CENTRO POBLADO (CP);-75,34371765;9,97993008;MUNICIPIO
13;13442;13442031;BOLÍVAR;MARÍA LA BAJA;EL GUAMO;CENTRO POBLADO (CP);-75,34371765;9,97993008;MUNICIPIO
13;13442;13442034;BOLÍVAR;MARÍA LA BAJA;GUARISMO;CENTRO POBLADO (CP);-75,34371765;9,97993008;MUNICIPIO
13;13442;13442035;BOLÍVAR;MARÍA LA BAJA;LA SUPREMA;CENTRO POBLADO (CP);-75,34371765;9,97993008;MUNICIPIO
13;13442;13442040;BOLÍVAR;MARÍA LA BAJA;NUEVO PORVENIR;CENTRO POBLADO (CP);-75,34371765;9,97993008;MUNICIPIO
13;13442;13442043;BOLÍVAR;MARÍA LA BAJA;SUCESIÓN;CENTRO POBLADO (CP);-75,34371765;9,97993008;MUNICIPIO
13;13442;13442044;BOLÍVAR;MARÍA LA BAJA;TOMA RAZÓN;CENTRO POBLADO (CP);-75,34371765;9,97993008;MUNICIPIO
13;13442;13442045;BOLÍVAR;MARÍA LA BAJA;EL PUEBLITO;CENTRO POBLADO (CP);-75,34369753;9,979940822;MUNICIPIO
13;13458;13458000;BOLÍVAR;MONTECRISTO;MONTECRISTO;CABECERA MUNICIPAL (CM);-74,47580245;8,29331961;MUNICIPIO
13;13458;13458001;BOLÍVAR;MONTECRISTO;BETANIA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,46261032;8,019246001;MUNICIPIO
13;13458;13458002;BOLÍVAR;MONTECRISTO;LA DORADA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,46261032;8,019246001;MUNICIPIO
13;13458;13458003;BOLÍVAR;MONTECRISTO;PARAÍSO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,46261032;8,019246001;MUNICIPIO
13;13458;13458004;BOLÍVAR;MONTECRISTO;PUEBLO LINDO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,46261032;8,019246001;MUNICIPIO
13;13458;13458005;BOLÍVAR;MONTECRISTO;PUEBLO NUEVO-REGENCIA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,6306197;8,097779779;MUNICIPIO
13;13458;13458006;BOLÍVAR;MONTECRISTO;PUERTO ESPAÑA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,46261032;8,019246001;MUNICIPIO
13;13458;13458007;BOLÍVAR;MONTECRISTO;PLATANAL;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,46261032;8,019246001;MUNICIPIO
13;13458;13458008;BOLÍVAR;MONTECRISTO;SAN AGUSTÍN;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,46261032;8,019246001;MUNICIPIO
13;13458;13458012;BOLÍVAR;MONTECRISTO;VILLA URIBE;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,58590239;8,065517611;MUNICIPIO
13;13468;13468000;BOLÍVAR;MOMPÓS;SANTA CRUZ DE MOMPÓX;CABECERA MUNICIPAL (CM);-74,42579943;9,241021974;MUNICIPIO
13;13468;13468001;BOLÍVAR;MOMPÓS;CALDERA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,49495188;9,069126067;MUNICIPIO
13;13468;13468002;BOLÍVAR;MOMPÓS;CANDELARIA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5183872;9,072144676;MUNICIPIO
13;13468;13468008;BOLÍVAR;MOMPÓS;GUAIMARAL;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,59676896;9,115113577;MUNICIPIO
13;13468;13468009;BOLÍVAR;MOMPÓS;GUATACA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,37301371;9,20233196;MUNICIPIO
13;13468;13468010;BOLÍVAR;MOMPÓS;LA JAGUA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5409704;9,118960814;MUNICIPIO
13;13468;13468011;BOLÍVAR;MOMPÓS;LA LOBATA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5409704;9,118960814;MUNICIPIO
13;13468;13468013;BOLÍVAR;MOMPÓS;LA RINCONADA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,49558108;9,235121225;MUNICIPIO
13;13468;13468014;BOLÍVAR;MOMPÓS;LAS BOQUILLAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,56649419;9,119896446;MUNICIPIO
13;13468;13468015;BOLÍVAR;MOMPÓS;LOMA DE SIMÓN;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,46383487;9,226613982;MUNICIPIO
13;13468;13468016;BOLÍVAR;MOMPÓS;LOS PIÑONES;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,45705815;9,095019499;MUNICIPIO
13;13468;13468020;BOLÍVAR;MOMPÓS;SAN IGNACIO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5409704;9,118960814;MUNICIPIO
13;13468;13468022;BOLÍVAR;MOMPÓS;SAN NICOLÁS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,6507765;9,142787005;MUNICIPIO
13;13468;13468023;BOLÍVAR;MOMPÓS;SANTA CRUZ;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,69060827;9,085547197;MUNICIPIO
13;13468;13468024;BOLÍVAR;MOMPÓS;SANTA ROSA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5409704;9,118960814;MUNICIPIO
13;13468;13468025;BOLÍVAR;MOMPÓS;SANTA TERESITA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,47718605;9,248436779;MUNICIPIO
13;13468;13468028;BOLÍVAR;MOMPÓS;ANCÓN;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,52730488;9,226648259;MUNICIPIO
13;13468;13468030;BOLÍVAR;MOMPÓS;LA TRAVESÍA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,61364079;9,033159933;MUNICIPIO
13;13468;13468031;BOLÍVAR;MOMPÓS;PUEBLO NUEVO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5409704;9,118960814;MUNICIPIO
13;13468;13468033;BOLÍVAR;MOMPÓS;BOMBA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5409704;9,118960814;MUNICIPIO
13;13468;13468036;BOLÍVAR;MOMPÓS;EL ROSARIO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5409704;9,118960814;MUNICIPIO
13;13468;13468038;BOLÍVAR;MOMPÓS;SANTA ELENA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5409704;9,118960814;MUNICIPIO
13;13468;13468039;BOLÍVAR;MOMPÓS;SAN LUIS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5409704;9,118960814;MUNICIPIO
13;13468;13468040;BOLÍVAR;MOMPÓS;VILLA NUEVA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5409704;9,118960814;MUNICIPIO
13;13473;13473000;BOLÍVAR;MORALES;MORALES;CABECERA MUNICIPAL (CM);-73,86756394;8,275119762;MUNICIPIO
13;13473;13473002;BOLÍVAR;MORALES;BODEGA CENTRAL;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,77929074;8,144453357;MUNICIPIO
13;13473;13473003;BOLÍVAR;MORALES;EL DIQUE;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,77542414;8,298928251;MUNICIPIO
13;13473;13473004;BOLÍVAR;MORALES;LAS PAILAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,76685694;8,2525178;MUNICIPIO
13;13473;13473012;BOLÍVAR;MORALES;BOCA DE LA HONDA;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,87730396;8,37669802;MUNICIPIO
13;13473;13473013;BOLÍVAR;MORALES;MICO AHUMADO;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,97311355;8,252261288;MUNICIPIO
13;13473;13473014;BOLÍVAR;MORALES;PAREDES DE ORORIA;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,97311355;8,252261288;MUNICIPIO
13;13473;13473015;BOLÍVAR;MORALES;CORCOVADO;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,97311355;8,252261288;MUNICIPIO
13;13473;13473016;BOLÍVAR;MORALES;LA ESMERALDA;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,97311355;8,252261288;MUNICIPIO
13;13473;13473017;BOLÍVAR;MORALES;LA PALMA;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,97311355;8,252261288;MUNICIPIO
13;13473;13473019;BOLÍVAR;MORALES;BOCA DE LA CIENAGA;CENTRO POBLADO (CP);-73,97313468;8,252269256;MUNICIPIO
13;13490;13490000;BOLÍVAR;NOROSÍ;NOROSÍ;CABECERA MUNICIPAL (CM);-74,0372601;8,527877441;MUNICIPIO
13;13490;13490001;BOLÍVAR;NOROSÍ;BUENA SEÑA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,11562151;8,50638268;MUNICIPIO
13;13490;13490002;BOLÍVAR;NOROSÍ;CASA DE BARRO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,11562151;8,50638268;MUNICIPIO
13;13490;13490003;BOLÍVAR;NOROSÍ;LAS NIEVES;CASERÍO (CAS);-74,11562151;8,50638268;MUNICIPIO
13;13490;13490004;BOLÍVAR;NOROSÍ;MINA BRISA;CASERÍO (CAS);-74,11562151;8,50638268;MUNICIPIO
